Script started.
loading dataset mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7777, 0.6287], device='cuda:0', requires_grad=True) train_loss=[1.4273628 1.6867273], train_acc=[0.52435 0.42965]
24/100: weight=tensor([0.6646, 0.7472], device='cuda:0', requires_grad=True) train_loss=[0.67232347 0.67598873], train_acc=[0.746   0.75005]
26/100: weight=tensor([0.6515, 0.7586], device='cuda:0', requires_grad=True) train_loss=[0.65125066 0.6792203 ], train_acc=[0.75535 0.745  ]
28/100: weight=tensor([0.6207, 0.7841], device='cuda:0', requires_grad=True) train_loss=[0.6585408  0.65979487], train_acc=[0.75735 0.75055]
30/100: weight=tensor([0.6448, 0.7644], device='cuda:0', requires_grad=True) train_loss=[0.6421386 0.6438007], train_acc=[0.75975 0.7598 ]
32/100: weight=tensor([0.6892, 0.7245], device='cuda:0', requires_grad=True) train_loss=[0.6396811 0.6486156], train_acc=[0.75975 0.75645]
34/100: weight=tensor([0.6681, 0.7441], device='cuda:0', requires_grad=True) train_loss=[0.6347897 0.6338272], train_acc=[0.7621  0.76675]
36/100: weight=tensor([0.6543, 0.7562], device='cuda:0', requires_grad=True) train_loss=[0.6290749 0.6472855], train_acc=[0.76365 0.75945]
38/100: weight=tensor([0.6580, 0.7530], device='cuda:0', requires_grad=True) train_loss=[0.61510766 0.6222956 ], train_acc=[0.76875 0.7684 ]
40/100: weight=tensor([0.6826, 0.7308], device='cuda:0', requires_grad=True) train_loss=[0.62470084 0.6229609 ], train_acc=[0.7675 0.7661]
42/100: weight=tensor([0.6370, 0.7708], device='cuda:0', requires_grad=True) train_loss=[0.6106558 0.6275784], train_acc=[0.7707  0.76985]
44/100: weight=tensor([0.6625, 0.7491], device='cuda:0', requires_grad=True) train_loss=[0.61468434 0.61914206], train_acc=[0.7723 0.7725]
46/100: weight=tensor([0.6963, 0.7177], device='cuda:0', requires_grad=True) train_loss=[0.6083859 0.604457 ], train_acc=[0.77215 0.7773 ]
48/100: weight=tensor([0.6676, 0.7445], device='cuda:0', requires_grad=True) train_loss=[0.618812  0.6329002], train_acc=[0.76985 0.7694 ]
50/100: weight=tensor([0.6720, 0.7406], device='cuda:0', requires_grad=True) train_loss=[0.59365463 0.6134744 ], train_acc=[0.7768  0.76905]
52/100: weight=tensor([0.6409, 0.7676], device='cuda:0', requires_grad=True) train_loss=[0.5929397  0.59544677], train_acc=[0.78125 0.77915]
54/100: weight=tensor([0.6657, 0.7462], device='cuda:0', requires_grad=True) train_loss=[0.59143597 0.5936945 ], train_acc=[0.77835 0.78165]
56/100: weight=tensor([0.6902, 0.7237], device='cuda:0', requires_grad=True) train_loss=[0.5950294  0.60684294], train_acc=[0.77845 0.77395]
58/100: weight=tensor([0.6625, 0.7491], device='cuda:0', requires_grad=True) train_loss=[0.59154314 0.5992778 ], train_acc=[0.7796 0.7741]
60/100: weight=tensor([0.6446, 0.7645], device='cuda:0', requires_grad=True) train_loss=[0.5880841 0.5881322], train_acc=[0.78    0.78435]
62/100: weight=tensor([0.6909, 0.7230], device='cuda:0', requires_grad=True) train_loss=[0.58067346 0.58986163], train_acc=[0.784   0.78015]
64/100: weight=tensor([0.6158, 0.7879], device='cuda:0', requires_grad=True) train_loss=[0.5948865  0.59119225], train_acc=[0.78065 0.7801 ]
66/100: weight=tensor([0.6899, 0.7239], device='cuda:0', requires_grad=True) train_loss=[0.5869503 0.5932004], train_acc=[0.78255 0.782  ]
68/100: weight=tensor([0.6355, 0.7721], device='cuda:0', requires_grad=True) train_loss=[0.5856499 0.587535 ], train_acc=[0.7836  0.78445]
70/100: weight=tensor([0.5998, 0.8001], device='cuda:0', requires_grad=True) train_loss=[0.5813947 0.5774388], train_acc=[0.78195 0.78715]
72/100: weight=tensor([0.6683, 0.7439], device='cuda:0', requires_grad=True) train_loss=[0.57282394 0.577809  ], train_acc=[0.78575 0.78895]
74/100: weight=tensor([0.6783, 0.7348], device='cuda:0', requires_grad=True) train_loss=[0.5760166  0.57565325], train_acc=[0.78685 0.79035]
76/100: weight=tensor([0.6458, 0.7635], device='cuda:0', requires_grad=True) train_loss=[0.566071   0.57802826], train_acc=[0.78885 0.7857 ]
78/100: weight=tensor([0.6893, 0.7245], device='cuda:0', requires_grad=True) train_loss=[0.5725093 0.5697925], train_acc=[0.79035 0.7923 ]
80/100: weight=tensor([0.6526, 0.7577], device='cuda:0', requires_grad=True) train_loss=[0.5594889 0.569169 ], train_acc=[0.79325 0.7901 ]
82/100: weight=tensor([0.6318, 0.7751], device='cuda:0', requires_grad=True) train_loss=[0.56385636 0.5840963 ], train_acc=[0.79125 0.78425]
84/100: weight=tensor([0.6625, 0.7490], device='cuda:0', requires_grad=True) train_loss=[0.5777189  0.57214373], train_acc=[0.78525 0.79115]
86/100: weight=tensor([0.6408, 0.7677], device='cuda:0', requires_grad=True) train_loss=[0.5721382  0.56747067], train_acc=[0.7867  0.79075]
88/100: weight=tensor([0.6641, 0.7476], device='cuda:0', requires_grad=True) train_loss=[0.5607326 0.5654739], train_acc=[0.7908 0.7913]
90/100: weight=tensor([0.6493, 0.7606], device='cuda:0', requires_grad=True) train_loss=[0.5562306 0.5641341], train_acc=[0.7933  0.79495]
92/100: weight=tensor([0.6737, 0.7390], device='cuda:0', requires_grad=True) train_loss=[0.5714083  0.56165814], train_acc=[0.7899  0.79665]
94/100: weight=tensor([0.6237, 0.7817], device='cuda:0', requires_grad=True) train_loss=[0.57028085 0.58256286], train_acc=[0.7898 0.7862]
96/100: weight=tensor([0.6533, 0.7571], device='cuda:0', requires_grad=True) train_loss=[0.5561311 0.5658177], train_acc=[0.7946 0.7883]
98/100: weight=tensor([0.6296, 0.7769], device='cuda:0', requires_grad=True) train_loss=[0.562814  0.5780328], train_acc=[0.79255 0.7867 ]
100/100: weight=tensor([0.6528, 0.7575], device='cuda:0', requires_grad=True) train_loss=[0.54985446 0.55772173], train_acc=[0.79545 0.7947 ]
**** Time taken for fashion_2 = 3240.409909725189
loading dataset fashion
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.6787, 0.7345], device='cuda:0', requires_grad=True) train_loss=[1.482495  1.4475292], train_acc=[0.4699  0.45985]
2/100: weight=tensor([0.7267, 0.6870], device='cuda:0', requires_grad=True) train_loss=[1.113469  1.1917703], train_acc=[0.5807  0.56385]
4/100: weight=tensor([0.6018, 0.7986], device='cuda:0', requires_grad=True) train_loss=[0.9612926 1.0076131], train_acc=[0.6317 0.6326]
6/100: weight=tensor([0.6019, 0.7986], device='cuda:0', requires_grad=True) train_loss=[0.88059133 0.90105265], train_acc=[0.6675  0.67095]
8/100: weight=tensor([0.6375, 0.7705], device='cuda:0', requires_grad=True) train_loss=[0.8308216 0.8389989], train_acc=[0.68605 0.6878 ]
10/100: weight=tensor([0.6751, 0.7377], device='cuda:0', requires_grad=True) train_loss=[0.7932251  0.81284606], train_acc=[0.7012  0.69885]
12/100: weight=tensor([0.5932, 0.8051], device='cuda:0', requires_grad=True) train_loss=[0.8082745  0.80675554], train_acc=[0.6922 0.699 ]
14/100: weight=tensor([0.6228, 0.7824], device='cuda:0', requires_grad=True) train_loss=[0.8368352  0.76881385], train_acc=[0.67945 0.7141 ]
16/100: weight=tensor([0.5753, 0.8179], device='cuda:0', requires_grad=True) train_loss=[0.7539439  0.78437483], train_acc=[0.71395 0.7093 ]
18/100: weight=tensor([0.5660, 0.8244], device='cuda:0', requires_grad=True) train_loss=[0.7225569 0.7371307], train_acc=[0.7284  0.72165]
20/100: weight=tensor([0.5622, 0.8270], device='cuda:0', requires_grad=True) train_loss=[0.7279947  0.72282934], train_acc=[0.7277  0.72865]
22/100: weight=tensor([0.6257, 0.7801], device='cuda:0', requires_grad=True) train_loss=[0.70309216 0.70768636], train_acc=[0.7349 0.7355]
24/100: weight=tensor([0.6679, 0.7443], device='cuda:0', requires_grad=True) train_loss=[0.69238913 0.7108692 ], train_acc=[0.7424  0.73355]
26/100: weight=tensor([0.5974, 0.8020], device='cuda:0', requires_grad=True) train_loss=[0.68812555 0.696428  ], train_acc=[0.74105 0.74315]
28/100: weight=tensor([0.6170, 0.7869], device='cuda:0', requires_grad=True) train_loss=[0.690172 0.72002 ], train_acc=[0.74145 0.73695]
30/100: weight=tensor([0.6429, 0.7660], device='cuda:0', requires_grad=True) train_loss=[0.66923   0.6758219], train_acc=[0.7473 0.7503]
32/100: weight=tensor([0.6409, 0.7676], device='cuda:0', requires_grad=True) train_loss=[0.67343265 0.66654444], train_acc=[0.7487 0.7527]
34/100: weight=tensor([0.5797, 0.8148], device='cuda:0', requires_grad=True) train_loss=[0.6695049  0.67322236], train_acc=[0.7481  0.74595]
36/100: weight=tensor([0.5812, 0.8138], device='cuda:0', requires_grad=True) train_loss=[0.66599804 0.66295594], train_acc=[0.7519 0.7526]
38/100: weight=tensor([0.6019, 0.7986], device='cuda:0', requires_grad=True) train_loss=[0.67353773 0.6812823 ], train_acc=[0.7435 0.7438]
40/100: weight=tensor([0.6165, 0.7874], device='cuda:0', requires_grad=True) train_loss=[0.6526036  0.65612686], train_acc=[0.755  0.7511]
42/100: weight=tensor([0.6670, 0.7451], device='cuda:0', requires_grad=True) train_loss=[0.6464376 0.6353066], train_acc=[0.7582 0.7623]
44/100: weight=tensor([0.6191, 0.7853], device='cuda:0', requires_grad=True) train_loss=[0.63392925 0.63114744], train_acc=[0.7642 0.7669]
46/100: weight=tensor([0.5930, 0.8052], device='cuda:0', requires_grad=True) train_loss=[0.6559832  0.65422285], train_acc=[0.75635 0.7555 ]
48/100: weight=tensor([0.6207, 0.7840], device='cuda:0', requires_grad=True) train_loss=[0.6353153 0.6295504], train_acc=[0.76525 0.7678 ]
50/100: weight=tensor([0.6022, 0.7984], device='cuda:0', requires_grad=True) train_loss=[0.6199543  0.62644583], train_acc=[0.76995 0.76945]
52/100: weight=tensor([0.6541, 0.7564], device='cuda:0', requires_grad=True) train_loss=[0.6266729 0.6303049], train_acc=[0.76485 0.7685 ]
54/100: weight=tensor([0.5669, 0.8238], device='cuda:0', requires_grad=True) train_loss=[0.62424755 0.61830264], train_acc=[0.76795 0.77485]
56/100: weight=tensor([0.6066, 0.7950], device='cuda:0', requires_grad=True) train_loss=[0.6209583 0.6287566], train_acc=[0.76955 0.76415]
58/100: weight=tensor([0.5775, 0.8164], device='cuda:0', requires_grad=True) train_loss=[0.6156604  0.61070234], train_acc=[0.7699 0.7757]
60/100: weight=tensor([0.6291, 0.7774], device='cuda:0', requires_grad=True) train_loss=[0.60975724 0.61280924], train_acc=[0.7725  0.77485]
62/100: weight=tensor([0.6368, 0.7710], device='cuda:0', requires_grad=True) train_loss=[0.62148386 0.61222243], train_acc=[0.76905 0.77545]
64/100: weight=tensor([0.5940, 0.8044], device='cuda:0', requires_grad=True) train_loss=[0.60710156 0.61448836], train_acc=[0.77495 0.7724 ]
66/100: weight=tensor([0.6111, 0.7916], device='cuda:0', requires_grad=True) train_loss=[0.60443467 0.6070349 ], train_acc=[0.77735 0.7761 ]
68/100: weight=tensor([0.6439, 0.7651], device='cuda:0', requires_grad=True) train_loss=[0.6071322  0.60996616], train_acc=[0.776   0.77735]
70/100: weight=tensor([0.5929, 0.8052], device='cuda:0', requires_grad=True) train_loss=[0.60122675 0.61422634], train_acc=[0.77725 0.769  ]
72/100: weight=tensor([0.6313, 0.7755], device='cuda:0', requires_grad=True) train_loss=[0.5989841 0.6022292], train_acc=[0.7778  0.77905]
74/100: weight=tensor([0.6329, 0.7742], device='cuda:0', requires_grad=True) train_loss=[0.6009348 0.6055041], train_acc=[0.7763  0.77625]
76/100: weight=tensor([0.5889, 0.8082], device='cuda:0', requires_grad=True) train_loss=[0.5947189  0.59880203], train_acc=[0.77935 0.77965]
78/100: weight=tensor([0.6324, 0.7747], device='cuda:0', requires_grad=True) train_loss=[0.6196688 0.6089955], train_acc=[0.7696  0.77285]
80/100: weight=tensor([0.6394, 0.7689], device='cuda:0', requires_grad=True) train_loss=[0.59551185 0.5871149 ], train_acc=[0.78015 0.7837 ]
82/100: weight=tensor([0.6098, 0.7925], device='cuda:0', requires_grad=True) train_loss=[0.5946588 0.6025159], train_acc=[0.7808 0.7742]
84/100: weight=tensor([0.6241, 0.7813], device='cuda:0', requires_grad=True) train_loss=[0.6014723  0.60305566], train_acc=[0.77945 0.77885]
86/100: weight=tensor([0.6352, 0.7723], device='cuda:0', requires_grad=True) train_loss=[0.59302694 0.607108  ], train_acc=[0.7809 0.777 ]
88/100: weight=tensor([0.6339, 0.7734], device='cuda:0', requires_grad=True) train_loss=[0.5863728 0.583669 ], train_acc=[0.7833 0.7817]
90/100: weight=tensor([0.6124, 0.7905], device='cuda:0', requires_grad=True) train_loss=[0.5878585 0.5917236], train_acc=[0.78505 0.78195]
92/100: weight=tensor([0.6496, 0.7603], device='cuda:0', requires_grad=True) train_loss=[0.5854335 0.6100972], train_acc=[0.7848  0.77545]
94/100: weight=tensor([0.6345, 0.7729], device='cuda:0', requires_grad=True) train_loss=[0.5944257 0.597393 ], train_acc=[0.7777  0.78195]
96/100: weight=tensor([0.6176, 0.7865], device='cuda:0', requires_grad=True) train_loss=[0.58653295 0.5806453 ], train_acc=[0.78325 0.78725]
98/100: weight=tensor([0.6327, 0.7744], device='cuda:0', requires_grad=True) train_loss=[0.5829764  0.57511103], train_acc=[0.7845  0.78885]
100/100: weight=tensor([0.6063, 0.7952], device='cuda:0', requires_grad=True) train_loss=[0.6108833  0.57896817], train_acc=[0.77   0.7865]
**** Time taken for fashion_3 = 3022.209960460663
loading dataset fashion
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.7398, 0.6728], device='cuda:0', requires_grad=True) train_loss=[1.2005361 1.2738712], train_acc=[0.551  0.5357]
2/100: weight=tensor([0.7231, 0.6908], device='cuda:0', requires_grad=True) train_loss=[1.0070778 1.0673838], train_acc=[0.62445 0.60965]
4/100: weight=tensor([0.7300, 0.6834], device='cuda:0', requires_grad=True) train_loss=[0.92868334 0.93575335], train_acc=[0.6593  0.65335]
6/100: weight=tensor([0.7943, 0.6075], device='cuda:0', requires_grad=True) train_loss=[0.8158814 0.8704282], train_acc=[0.6954  0.68055]
8/100: weight=tensor([0.7600, 0.6499], device='cuda:0', requires_grad=True) train_loss=[0.78084314 0.835055  ], train_acc=[0.7072  0.68905]
10/100: weight=tensor([0.7805, 0.6251], device='cuda:0', requires_grad=True) train_loss=[0.7244273 0.7792623], train_acc=[0.7305  0.70575]
12/100: weight=tensor([0.7678, 0.6407], device='cuda:0', requires_grad=True) train_loss=[0.7174987 0.7756517], train_acc=[0.7356 0.7177]
14/100: weight=tensor([0.7211, 0.6928], device='cuda:0', requires_grad=True) train_loss=[0.7172441 0.7428255], train_acc=[0.73375 0.7282 ]
16/100: weight=tensor([0.7768, 0.6298], device='cuda:0', requires_grad=True) train_loss=[0.6806772 0.7366886], train_acc=[0.7468 0.7244]
18/100: weight=tensor([0.8160, 0.5781], device='cuda:0', requires_grad=True) train_loss=[0.6693981 0.7204456], train_acc=[0.75155 0.73675]
20/100: weight=tensor([0.7307, 0.6827], device='cuda:0', requires_grad=True) train_loss=[0.6546956 0.7080025], train_acc=[0.7565  0.74195]
22/100: weight=tensor([0.7566, 0.6539], device='cuda:0', requires_grad=True) train_loss=[0.6498767 0.7014849], train_acc=[0.7552  0.74305]
24/100: weight=tensor([0.7372, 0.6757], device='cuda:0', requires_grad=True) train_loss=[0.6539408 0.7169164], train_acc=[0.75505 0.727  ]
26/100: weight=tensor([0.7524, 0.6587], device='cuda:0', requires_grad=True) train_loss=[0.65102905 0.6938886 ], train_acc=[0.75925 0.7523 ]
28/100: weight=tensor([0.7263, 0.6874], device='cuda:0', requires_grad=True) train_loss=[0.6216644 0.6763546], train_acc=[0.76855 0.7554 ]
30/100: weight=tensor([0.7590, 0.6510], device='cuda:0', requires_grad=True) train_loss=[0.61458725 0.6693738 ], train_acc=[0.7703 0.7561]
32/100: weight=tensor([0.7637, 0.6455], device='cuda:0', requires_grad=True) train_loss=[0.6531562 0.6710484], train_acc=[0.7545  0.75255]
34/100: weight=tensor([0.7384, 0.6744], device='cuda:0', requires_grad=True) train_loss=[0.6111369 0.6600865], train_acc=[0.7715 0.7576]
36/100: weight=tensor([0.7629, 0.6466], device='cuda:0', requires_grad=True) train_loss=[0.6062658  0.65311265], train_acc=[0.7744  0.76335]
38/100: weight=tensor([0.7841, 0.6207], device='cuda:0', requires_grad=True) train_loss=[0.61226577 0.6631452 ], train_acc=[0.7723 0.753 ]
40/100: weight=tensor([0.7518, 0.6594], device='cuda:0', requires_grad=True) train_loss=[0.60410637 0.64370006], train_acc=[0.7771  0.76715]
42/100: weight=tensor([0.7324, 0.6808], device='cuda:0', requires_grad=True) train_loss=[0.59956175 0.6465203 ], train_acc=[0.7803 0.7671]
44/100: weight=tensor([0.7479, 0.6638], device='cuda:0', requires_grad=True) train_loss=[0.58854336 0.6532409 ], train_acc=[0.782  0.7616]
46/100: weight=tensor([0.7647, 0.6444], device='cuda:0', requires_grad=True) train_loss=[0.58733934 0.6420333 ], train_acc=[0.78115 0.76695]
48/100: weight=tensor([0.7754, 0.6315], device='cuda:0', requires_grad=True) train_loss=[0.5975441 0.6306788], train_acc=[0.77975 0.76765]
50/100: weight=tensor([0.7641, 0.6451], device='cuda:0', requires_grad=True) train_loss=[0.5998667 0.644556 ], train_acc=[0.77765 0.76085]
52/100: weight=tensor([0.7569, 0.6535], device='cuda:0', requires_grad=True) train_loss=[0.5802294  0.62811154], train_acc=[0.78405 0.76945]
54/100: weight=tensor([0.7617, 0.6479], device='cuda:0', requires_grad=True) train_loss=[0.5756677  0.61815524], train_acc=[0.786   0.77545]
56/100: weight=tensor([0.7467, 0.6651], device='cuda:0', requires_grad=True) train_loss=[0.5916751  0.61839634], train_acc=[0.77965 0.7761 ]
58/100: weight=tensor([0.7337, 0.6795], device='cuda:0', requires_grad=True) train_loss=[0.5764438 0.6270054], train_acc=[0.784   0.76535]
60/100: weight=tensor([0.7734, 0.6339], device='cuda:0', requires_grad=True) train_loss=[0.58197916 0.62477154], train_acc=[0.7819 0.7738]
62/100: weight=tensor([0.7769, 0.6297], device='cuda:0', requires_grad=True) train_loss=[0.5770227 0.6102011], train_acc=[0.78385 0.7778 ]
64/100: weight=tensor([0.7059, 0.7083], device='cuda:0', requires_grad=True) train_loss=[0.5720988 0.614329 ], train_acc=[0.78485 0.77485]
66/100: weight=tensor([0.7192, 0.6948], device='cuda:0', requires_grad=True) train_loss=[0.57121724 0.61193043], train_acc=[0.78715 0.77605]
68/100: weight=tensor([0.7410, 0.6715], device='cuda:0', requires_grad=True) train_loss=[0.56740564 0.60918903], train_acc=[0.7905  0.77755]
70/100: weight=tensor([0.7729, 0.6345], device='cuda:0', requires_grad=True) train_loss=[0.5852918  0.61821526], train_acc=[0.78135 0.7712 ]
72/100: weight=tensor([0.7387, 0.6741], device='cuda:0', requires_grad=True) train_loss=[0.5614201 0.6065577], train_acc=[0.7936  0.78115]
74/100: weight=tensor([0.7485, 0.6631], device='cuda:0', requires_grad=True) train_loss=[0.55545145 0.6039905 ], train_acc=[0.79305 0.77955]
76/100: weight=tensor([0.7778, 0.6286], device='cuda:0', requires_grad=True) train_loss=[0.56840295 0.6097184 ], train_acc=[0.7864  0.77995]
78/100: weight=tensor([0.7415, 0.6709], device='cuda:0', requires_grad=True) train_loss=[0.5630828  0.61101884], train_acc=[0.7949  0.77795]
80/100: weight=tensor([0.7514, 0.6599], device='cuda:0', requires_grad=True) train_loss=[0.55790067 0.59955573], train_acc=[0.792  0.7826]
82/100: weight=tensor([0.7702, 0.6379], device='cuda:0', requires_grad=True) train_loss=[0.56103987 0.59348524], train_acc=[0.7902 0.7833]
84/100: weight=tensor([0.7263, 0.6874], device='cuda:0', requires_grad=True) train_loss=[0.5624838 0.5984553], train_acc=[0.79045 0.77955]
86/100: weight=tensor([0.7481, 0.6636], device='cuda:0', requires_grad=True) train_loss=[0.571102  0.5906607], train_acc=[0.78685 0.78505]
88/100: weight=tensor([0.7784, 0.6278], device='cuda:0', requires_grad=True) train_loss=[0.56397605 0.59563214], train_acc=[0.7905  0.78225]
90/100: weight=tensor([0.7942, 0.6076], device='cuda:0', requires_grad=True) train_loss=[0.5588612 0.5921201], train_acc=[0.79175 0.78505]
92/100: weight=tensor([0.7499, 0.6616], device='cuda:0', requires_grad=True) train_loss=[0.55658555 0.59583634], train_acc=[0.7969  0.78165]
94/100: weight=tensor([0.7241, 0.6897], device='cuda:0', requires_grad=True) train_loss=[0.5484604 0.5904643], train_acc=[0.7973  0.78615]
96/100: weight=tensor([0.6919, 0.7220], device='cuda:0', requires_grad=True) train_loss=[0.5547168 0.6019589], train_acc=[0.794  0.7817]
98/100: weight=tensor([0.7630, 0.6464], device='cuda:0', requires_grad=True) train_loss=[0.5574122 0.5805641], train_acc=[0.7901  0.78895]
100/100: weight=tensor([0.7440, 0.6681], device='cuda:0', requires_grad=True) train_loss=[0.54569983 0.58402663], train_acc=[0.79555 0.78955]
**** Time taken for fashion_4 = 2861.4790081977844
**** Time taken for fashion = 15603.375761270523
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: weight=tensor([0.5957, 0.8032], device='cuda:0', requires_grad=True) train_loss=[1.6120702 1.1388099], train_acc=[0.4544  0.57825]
2/100: weight=tensor([0.6810, 0.7323], device='cuda:0', requires_grad=True) train_loss=[1.1842731 0.948083 ], train_acc=[0.60545 0.6489 ]
4/100: weight=tensor([0.6455, 0.7637], device='cuda:0', requires_grad=True) train_loss=[0.8168665  0.80580276], train_acc=[0.7274 0.7003]
6/100: weight=tensor([0.6250, 0.7806], device='cuda:0', requires_grad=True) train_loss=[0.67535424 0.7249707 ], train_acc=[0.7798  0.73355]
8/100: weight=tensor([0.5800, 0.8146], device='cuda:0', requires_grad=True) train_loss=[0.6106668 0.6828299], train_acc=[0.79915 0.7462 ]
10/100: weight=tensor([0.6352, 0.7723], device='cuda:0', requires_grad=True) train_loss=[0.55634326 0.6641159 ], train_acc=[0.81785 0.75265]
12/100: weight=tensor([0.5966, 0.8025], device='cuda:0', requires_grad=True) train_loss=[0.5152577 0.6320625], train_acc=[0.83365 0.7632 ]
14/100: weight=tensor([0.6500, 0.7599], device='cuda:0', requires_grad=True) train_loss=[0.496573   0.63372034], train_acc=[0.8368 0.7632]
16/100: weight=tensor([0.6534, 0.7570], device='cuda:0', requires_grad=True) train_loss=[0.46212375 0.6100555 ], train_acc=[0.8494 0.7707]
18/100: weight=tensor([0.6228, 0.7824], device='cuda:0', requires_grad=True) train_loss=[0.44078514 0.6123372 ], train_acc=[0.8585  0.76695]
20/100: weight=tensor([0.5499, 0.8352], device='cuda:0', requires_grad=True) train_loss=[0.46763158 0.58967   ], train_acc=[0.84815 0.7826 ]
22/100: weight=tensor([0.6103, 0.7922], device='cuda:0', requires_grad=True) train_loss=[0.41472444 0.5984055 ], train_acc=[0.86535 0.777  ]
24/100: weight=tensor([0.6091, 0.7931], device='cuda:0', requires_grad=True) train_loss=[0.40372863 0.59486234], train_acc=[0.8683  0.77245]
26/100: weight=tensor([0.5756, 0.8178], device='cuda:0', requires_grad=True) train_loss=[0.3929261 0.5650502], train_acc=[0.87285 0.79075]
28/100: weight=tensor([0.6666, 0.7454], device='cuda:0', requires_grad=True) train_loss=[0.38277707 0.56745654], train_acc=[0.87705 0.7873 ]
30/100: weight=tensor([0.6390, 0.7692], device='cuda:0', requires_grad=True) train_loss=[0.37159026 0.56674904], train_acc=[0.8807 0.7876]
32/100: weight=tensor([0.6437, 0.7653], device='cuda:0', requires_grad=True) train_loss=[0.35968485 0.5547702 ], train_acc=[0.88505 0.79575]
34/100: weight=tensor([0.6380, 0.7700], device='cuda:0', requires_grad=True) train_loss=[0.35060492 0.552096  ], train_acc=[0.88615 0.79435]
36/100: weight=tensor([0.6123, 0.7906], device='cuda:0', requires_grad=True) train_loss=[0.35846823 0.5433133 ], train_acc=[0.88305 0.79835]
38/100: weight=tensor([0.6427, 0.7661], device='cuda:0', requires_grad=True) train_loss=[0.3335421 0.5465133], train_acc=[0.89335 0.7962 ]
40/100: weight=tensor([0.5782, 0.8159], device='cuda:0', requires_grad=True) train_loss=[0.32822135 0.53204   ], train_acc=[0.89545 0.8021 ]
42/100: weight=tensor([0.6534, 0.7570], device='cuda:0', requires_grad=True) train_loss=[0.32794008 0.548182  ], train_acc=[0.8943  0.79365]
44/100: weight=tensor([0.6091, 0.7931], device='cuda:0', requires_grad=True) train_loss=[0.3167546  0.53360856], train_acc=[0.8981  0.79975]
46/100: weight=tensor([0.6393, 0.7690], device='cuda:0', requires_grad=True) train_loss=[0.3216287 0.5290211], train_acc=[0.8958  0.80365]
48/100: weight=tensor([0.6878, 0.7259], device='cuda:0', requires_grad=True) train_loss=[0.3073909 0.5479527], train_acc=[0.902  0.7908]
50/100: weight=tensor([0.6895, 0.7243], device='cuda:0', requires_grad=True) train_loss=[0.3054458  0.52461237], train_acc=[0.9018 0.8061]
52/100: weight=tensor([0.6832, 0.7302], device='cuda:0', requires_grad=True) train_loss=[0.305406 0.517543], train_acc=[0.9008 0.8069]
54/100: weight=tensor([0.6363, 0.7715], device='cuda:0', requires_grad=True) train_loss=[0.29771578 0.5182313 ], train_acc=[0.905   0.80425]
56/100: weight=tensor([0.6812, 0.7321], device='cuda:0', requires_grad=True) train_loss=[0.29677966 0.5110381 ], train_acc=[0.9056 0.8091]
58/100: weight=tensor([0.6202, 0.7845], device='cuda:0', requires_grad=True) train_loss=[0.28886127 0.5289357 ], train_acc=[0.90845 0.79865]
60/100: weight=tensor([0.6380, 0.7700], device='cuda:0', requires_grad=True) train_loss=[0.29256845 0.51473045], train_acc=[0.90495 0.8057 ]
62/100: weight=tensor([0.7159, 0.6982], device='cuda:0', requires_grad=True) train_loss=[0.28499478 0.50678426], train_acc=[0.9098  0.81025]
64/100: weight=tensor([0.6807, 0.7325], device='cuda:0', requires_grad=True) train_loss=[0.27744216 0.5063043 ], train_acc=[0.91085 0.8139 ]
66/100: weight=tensor([0.6821, 0.7313], device='cuda:0', requires_grad=True) train_loss=[0.27904898 0.5004898 ], train_acc=[0.91025 0.8143 ]
68/100: weight=tensor([0.7089, 0.7053], device='cuda:0', requires_grad=True) train_loss=[0.29573557 0.5026106 ], train_acc=[0.90385 0.8133 ]
70/100: weight=tensor([0.6784, 0.7347], device='cuda:0', requires_grad=True) train_loss=[0.28082052 0.49597016], train_acc=[0.9105 0.8164]
72/100: weight=tensor([0.6624, 0.7491], device='cuda:0', requires_grad=True) train_loss=[0.2727608 0.5039102], train_acc=[0.914  0.8121]
74/100: weight=tensor([0.6524, 0.7579], device='cuda:0', requires_grad=True) train_loss=[0.27062362 0.49823478], train_acc=[0.9121  0.81365]
76/100: weight=tensor([0.7304, 0.6830], device='cuda:0', requires_grad=True) train_loss=[0.2625713 0.5012766], train_acc=[0.916   0.81385]
78/100: weight=tensor([0.6988, 0.7154], device='cuda:0', requires_grad=True) train_loss=[0.26593497 0.4963216 ], train_acc=[0.91415 0.8157 ]
80/100: weight=tensor([0.7143, 0.6998], device='cuda:0', requires_grad=True) train_loss=[0.2594058  0.50234175], train_acc=[0.91695 0.81355]
82/100: weight=tensor([0.7278, 0.6858], device='cuda:0', requires_grad=True) train_loss=[0.2617863  0.48885298], train_acc=[0.9171 0.8189]
84/100: weight=tensor([0.6650, 0.7469], device='cuda:0', requires_grad=True) train_loss=[0.26794425 0.48979315], train_acc=[0.9137  0.81725]
86/100: weight=tensor([0.6588, 0.7523], device='cuda:0', requires_grad=True) train_loss=[0.27355534 0.49649888], train_acc=[0.91415 0.8171 ]
