==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.5123261 1.7083005], train_acc=[0.50055 0.41355]
30/100: train_loss=[0.38859463 0.590255  ], train_acc=[0.87375 0.78185]
32/100: train_loss=[0.43279296 0.58068144], train_acc=[0.85395 0.78385]
34/100: train_loss=[0.373914  0.5719313], train_acc=[0.87855 0.7873 ]
36/100: train_loss=[0.35432285 0.5687804 ], train_acc=[0.8869 0.7894]
38/100: train_loss=[0.365235   0.58053404], train_acc=[0.88185 0.7849 ]
40/100: train_loss=[0.37045127 0.5848412 ], train_acc=[0.8817 0.7805]
42/100: train_loss=[0.35192066 0.5820986 ], train_acc=[0.88785 0.7851 ]
44/100: train_loss=[0.33069226 0.5591194 ], train_acc=[0.8931  0.79375]
46/100: train_loss=[0.33708814 0.55813676], train_acc=[0.89255 0.79375]
48/100: train_loss=[0.34390512 0.5703138 ], train_acc=[0.88905 0.7874 ]
50/100: train_loss=[0.36792263 0.55321455], train_acc=[0.8789 0.7947]
52/100: train_loss=[0.3744208  0.55653936], train_acc=[0.87875 0.79565]
54/100: train_loss=[0.32199797 0.55564696], train_acc=[0.89745 0.79575]
56/100: train_loss=[0.3597412 0.5469586], train_acc=[0.87905 0.79845]
58/100: train_loss=[0.30748054 0.5362154 ], train_acc=[0.9023  0.80375]
60/100: train_loss=[0.32566118 0.53743726], train_acc=[0.89425 0.8032 ]
62/100: train_loss=[0.30598873 0.540967  ], train_acc=[0.90205 0.8001 ]
64/100: train_loss=[0.32801247 0.5398981 ], train_acc=[0.89345 0.8016 ]
66/100: train_loss=[0.31324604 0.53385806], train_acc=[0.8998 0.8048]
68/100: train_loss=[0.32825372 0.5322375 ], train_acc=[0.89375 0.8047 ]
70/100: train_loss=[0.2970323  0.53397894], train_acc=[0.90635 0.8027 ]
72/100: train_loss=[0.3207836 0.5396051], train_acc=[0.89705 0.8047 ]
74/100: train_loss=[0.2931277 0.5148275], train_acc=[0.90615 0.8123 ]
76/100: train_loss=[0.2989489 0.5341644], train_acc=[0.90425 0.8033 ]
78/100: train_loss=[0.29375902 0.5254633 ], train_acc=[0.9065 0.8048]
80/100: train_loss=[0.2907644  0.53356045], train_acc=[0.90645 0.80585]
82/100: train_loss=[0.32212424 0.51486605], train_acc=[0.89595 0.8113 ]
84/100: train_loss=[0.30575973 0.5137351 ], train_acc=[0.9025  0.81475]
86/100: train_loss=[0.28556168 0.51507723], train_acc=[0.9092  0.81095]
88/100: train_loss=[0.28495786 0.51765406], train_acc=[0.9084  0.81075]
90/100: train_loss=[0.30057362 0.5286977 ], train_acc=[0.90395 0.80485]
92/100: train_loss=[0.30360973 0.50782496], train_acc=[0.90295 0.8147 ]
94/100: train_loss=[0.30308452 0.5037583 ], train_acc=[0.90155 0.8162 ]
96/100: train_loss=[0.2917709 0.5245561], train_acc=[0.9071  0.80595]
98/100: train_loss=[0.28593817 0.51232886], train_acc=[0.9092 0.811 ]
100/100: train_loss=[0.27882522 0.5023292 ], train_acc=[0.911   0.81525]
**** Time taken for fashion_and_mnist_3 = 2327.1492669582367
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.1051562 0.9662333], train_acc=[0.6305 0.6521]
2/100: train_loss=[0.83324414 0.83509463], train_acc=[0.72395 0.6883 ]
4/100: train_loss=[0.61996496 0.73084027], train_acc=[0.7992  0.72785]
6/100: train_loss=[0.58171403 0.71506953], train_acc=[0.8068  0.73775]
8/100: train_loss=[0.48317024 0.684307  ], train_acc=[0.8454  0.74265]
10/100: train_loss=[0.46256542 0.64111775], train_acc=[0.85065 0.76285]
12/100: train_loss=[0.43372202 0.6284638 ], train_acc=[0.8602  0.77235]
14/100: train_loss=[0.40991467 0.6080103 ], train_acc=[0.86925 0.77385]
16/100: train_loss=[0.40086904 0.5907734 ], train_acc=[0.8693 0.7815]
18/100: train_loss=[0.38203353 0.58742493], train_acc=[0.87765 0.78235]
20/100: train_loss=[0.385256  0.5811644], train_acc=[0.8748 0.7799]
22/100: train_loss=[0.3717039 0.581384 ], train_acc=[0.87985 0.78645]
24/100: train_loss=[0.36703986 0.56402606], train_acc=[0.88225 0.78985]
26/100: train_loss=[0.3450272 0.5552518], train_acc=[0.89   0.7929]
28/100: train_loss=[0.3397725 0.5511212], train_acc=[0.89435 0.7931 ]
30/100: train_loss=[0.33418864 0.5454368 ], train_acc=[0.89525 0.79805]
32/100: train_loss=[0.34211284 0.53578746], train_acc=[0.8907  0.80355]
34/100: train_loss=[0.33045706 0.5282994 ], train_acc=[0.89535 0.8044 ]
36/100: train_loss=[0.33331883 0.52713656], train_acc=[0.89475 0.8061 ]
38/100: train_loss=[0.319739   0.52112204], train_acc=[0.89945 0.8076 ]
40/100: train_loss=[0.30697858 0.51449597], train_acc=[0.90365 0.80955]
42/100: train_loss=[0.31602854 0.552235  ], train_acc=[0.9009 0.7949]
44/100: train_loss=[0.31608066 0.5074958 ], train_acc=[0.8981  0.81125]
46/100: train_loss=[0.29173818 0.5068569 ], train_acc=[0.91015 0.81375]
48/100: train_loss=[0.30009544 0.5028684 ], train_acc=[0.90555 0.8133 ]
50/100: train_loss=[0.29415524 0.49979952], train_acc=[0.9076  0.81585]
52/100: train_loss=[0.2832634 0.5251638], train_acc=[0.9115  0.79825]
54/100: train_loss=[0.28867263 0.4938373 ], train_acc=[0.9097  0.81785]
56/100: train_loss=[0.3017263  0.50422364], train_acc=[0.904  0.8127]
58/100: train_loss=[0.28703362 0.50133026], train_acc=[0.9098  0.81665]
60/100: train_loss=[0.33108416 0.49819335], train_acc=[0.8944 0.8153]
62/100: train_loss=[0.2780706 0.5009677], train_acc=[0.9138  0.81365]
64/100: train_loss=[0.28075767 0.48828495], train_acc=[0.9117  0.81945]
66/100: train_loss=[0.28440726 0.48566854], train_acc=[0.91255 0.8234 ]
68/100: train_loss=[0.2687056 0.4870451], train_acc=[0.91655 0.81995]
70/100: train_loss=[0.2714571  0.50046426], train_acc=[0.9129  0.81405]
72/100: train_loss=[0.26959288 0.47877958], train_acc=[0.9155 0.8236]
74/100: train_loss=[0.27812663 0.48707733], train_acc=[0.9129 0.8231]
76/100: train_loss=[0.2642594 0.4745034], train_acc=[0.9185 0.8262]
78/100: train_loss=[0.27019522 0.4803519 ], train_acc=[0.91685 0.8234 ]
80/100: train_loss=[0.26464522 0.48493564], train_acc=[0.919  0.8233]
82/100: train_loss=[0.27045012 0.5057511 ], train_acc=[0.91435 0.81635]
84/100: train_loss=[0.26138815 0.47325957], train_acc=[0.9205  0.82505]
86/100: train_loss=[0.25889227 0.4861797 ], train_acc=[0.91935 0.82035]
88/100: train_loss=[0.28065503 0.4916818 ], train_acc=[0.91245 0.8211 ]
90/100: train_loss=[0.2817488  0.46855977], train_acc=[0.9102 0.8284]
92/100: train_loss=[0.267304   0.47021872], train_acc=[0.91615 0.8256 ]
94/100: train_loss=[0.26367572 0.4678367 ], train_acc=[0.91795 0.82785]
96/100: train_loss=[0.27574334 0.47753617], train_acc=[0.9145 0.8244]
98/100: train_loss=[0.25689274 0.4725147 ], train_acc=[0.9203  0.82665]
100/100: train_loss=[0.26318917 0.4738539 ], train_acc=[0.9182 0.8265]
**** Time taken for fashion_and_mnist_4 = 2273.0699167251587
**** Time taken for fashion_and_mnist = 11569.546944141388
