Script started.
loading dataset mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.3377677 1.5641606], train_acc=[0.5543 0.4623]
18/100: train_loss=[0.41217855 0.6142582 ], train_acc=[0.8668 0.7737]
20/100: train_loss=[0.42701593 0.6186718 ], train_acc=[0.86065 0.77205]
22/100: train_loss=[0.40215462 0.6112834 ], train_acc=[0.8684 0.7715]
24/100: train_loss=[0.36983934 0.59726846], train_acc=[0.8815  0.77835]
26/100: train_loss=[0.3902628  0.61311615], train_acc=[0.8725 0.7754]
28/100: train_loss=[0.3758901 0.6314087], train_acc=[0.8767 0.7658]
30/100: train_loss=[0.35762084 0.57687175], train_acc=[0.8845 0.7872]
32/100: train_loss=[0.3438421 0.577596 ], train_acc=[0.89015 0.7851 ]
34/100: train_loss=[0.35030612 0.5622226 ], train_acc=[0.8858  0.79305]
36/100: train_loss=[0.39176157 0.5616749 ], train_acc=[0.8742  0.79135]
38/100: train_loss=[0.32369664 0.55470824], train_acc=[0.89575 0.7962 ]
40/100: train_loss=[0.3281137 0.5714834], train_acc=[0.8939 0.7867]
42/100: train_loss=[0.3246829 0.5373896], train_acc=[0.8939 0.8047]
44/100: train_loss=[0.3106071 0.5319964], train_acc=[0.90245 0.8059 ]
46/100: train_loss=[0.32199374 0.5370194 ], train_acc=[0.89575 0.806  ]
48/100: train_loss=[0.29783136 0.54121083], train_acc=[0.90495 0.80055]
50/100: train_loss=[0.295593  0.5336842], train_acc=[0.9054 0.8041]
52/100: train_loss=[0.30506825 0.554374  ], train_acc=[0.90185 0.80065]
54/100: train_loss=[0.308223   0.53228694], train_acc=[0.90095 0.80735]
56/100: train_loss=[0.2873784 0.5166808], train_acc=[0.90645 0.814  ]
58/100: train_loss=[0.28710774 0.5251799 ], train_acc=[0.90905 0.81005]
60/100: train_loss=[0.28125137 0.5126699 ], train_acc=[0.90975 0.8137 ]
62/100: train_loss=[0.28302476 0.50480527], train_acc=[0.9098  0.81765]
64/100: train_loss=[0.30109763 0.5790826 ], train_acc=[0.90365 0.7858 ]
66/100: train_loss=[0.2866043  0.49944186], train_acc=[0.9068  0.81965]
68/100: train_loss=[0.32032457 0.50703216], train_acc=[0.8939 0.8161]
70/100: train_loss=[0.2769798  0.51006144], train_acc=[0.9122  0.81425]
72/100: train_loss=[0.27736342 0.53998387], train_acc=[0.9112 0.8074]
74/100: train_loss=[0.26614246 0.49770004], train_acc=[0.914   0.82185]
76/100: train_loss=[0.26379317 0.4981268 ], train_acc=[0.91575 0.82155]
78/100: train_loss=[0.279718 0.494195], train_acc=[0.91135 0.82125]
80/100: train_loss=[0.28133672 0.4894626 ], train_acc=[0.90885 0.82325]
82/100: train_loss=[0.2859385 0.5045473], train_acc=[0.9058  0.82145]
84/100: train_loss=[0.25853696 0.48633122], train_acc=[0.917   0.82605]
86/100: train_loss=[0.26479343 0.49881238], train_acc=[0.91295 0.8212 ]
88/100: train_loss=[0.2554344 0.4838526], train_acc=[0.91925 0.82475]
90/100: train_loss=[0.25476974 0.49432644], train_acc=[0.9187 0.8188]
92/100: train_loss=[0.2584923  0.49161783], train_acc=[0.91615 0.823  ]
94/100: train_loss=[0.27353877 0.49499652], train_acc=[0.9113 0.8216]
96/100: train_loss=[0.26768413 0.48087955], train_acc=[0.91365 0.82605]
98/100: train_loss=[0.27051646 0.48580605], train_acc=[0.91345 0.8262 ]
100/100: train_loss=[0.31503168 0.52827847], train_acc=[0.9016 0.8128]
**** Time taken for fashion_and_mnist_3 = 2000.6797459125519
loading dataset fashion_and_mnist
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.3115495 1.0268183], train_acc=[0.5603 0.6297]
2/100: train_loss=[1.0427933  0.89605945], train_acc=[0.64975 0.67455]
4/100: train_loss=[0.8676806 0.7879566], train_acc=[0.70915 0.71685]
6/100: train_loss=[0.72569346 0.74195987], train_acc=[0.75965 0.7246 ]
8/100: train_loss=[0.67345643 0.71999043], train_acc=[0.77665 0.73295]
10/100: train_loss=[0.6112932  0.71295756], train_acc=[0.79675 0.73935]
12/100: train_loss=[0.5562573  0.66221285], train_acc=[0.8162  0.75835]
14/100: train_loss=[0.51860327 0.65136474], train_acc=[0.82955 0.7612 ]
16/100: train_loss=[0.49220148 0.64104664], train_acc=[0.83675 0.7663 ]
18/100: train_loss=[0.4743579 0.6300241], train_acc=[0.8431 0.7661]
20/100: train_loss=[0.4530322 0.6122482], train_acc=[0.8506 0.7715]
22/100: train_loss=[0.42485124 0.60028005], train_acc=[0.8596 0.7775]
24/100: train_loss=[0.41613042 0.5944508 ], train_acc=[0.8639  0.78065]
26/100: train_loss=[0.39079216 0.59707534], train_acc=[0.87355 0.78325]
28/100: train_loss=[0.38211948 0.5846095 ], train_acc=[0.87735 0.7834 ]
30/100: train_loss=[0.4094077  0.59418535], train_acc=[0.8654 0.7814]
32/100: train_loss=[0.35760397 0.57859063], train_acc=[0.88445 0.7863 ]
34/100: train_loss=[0.34222054 0.5615347 ], train_acc=[0.88825 0.79135]
36/100: train_loss=[0.3390133 0.5749957], train_acc=[0.89025 0.78545]
38/100: train_loss=[0.3592284 0.5518983], train_acc=[0.8818 0.8002]
40/100: train_loss=[0.3268467 0.5525972], train_acc=[0.89305 0.79395]
42/100: train_loss=[0.3232419 0.5514705], train_acc=[0.8964  0.79735]
44/100: train_loss=[0.30988097 0.56528085], train_acc=[0.8992 0.7872]
46/100: train_loss=[0.30063692 0.53927326], train_acc=[0.90305 0.80035]
48/100: train_loss=[0.30678138 0.53049034], train_acc=[0.90135 0.8053 ]
50/100: train_loss=[0.29222944 0.52615744], train_acc=[0.90495 0.8078 ]
52/100: train_loss=[0.2940087 0.5410341], train_acc=[0.9054 0.8011]
54/100: train_loss=[0.28237513 0.5187716 ], train_acc=[0.90905 0.80865]
56/100: train_loss=[0.28683475 0.52459544], train_acc=[0.90725 0.8074 ]
58/100: train_loss=[0.2798258  0.52689457], train_acc=[0.9109 0.8057]
60/100: train_loss=[0.28483617 0.52081156], train_acc=[0.9098 0.8072]
62/100: train_loss=[0.27659976 0.5242955 ], train_acc=[0.9112  0.80495]
64/100: train_loss=[0.26863813 0.5254793 ], train_acc=[0.91375 0.80435]
66/100: train_loss=[0.27140877 0.5152511 ], train_acc=[0.9121  0.80935]
68/100: train_loss=[0.27766025 0.51471657], train_acc=[0.9124 0.8112]
70/100: train_loss=[0.26309416 0.5098429 ], train_acc=[0.91625 0.8157 ]
72/100: train_loss=[0.25962952 0.50518805], train_acc=[0.9175 0.8136]
74/100: train_loss=[0.26159778 0.5055129 ], train_acc=[0.91635 0.8148 ]
76/100: train_loss=[0.25847507 0.52220726], train_acc=[0.91835 0.80805]
78/100: train_loss=[0.25237045 0.4989487 ], train_acc=[0.9198  0.81515]
80/100: train_loss=[0.2621863 0.5022014], train_acc=[0.9156 0.8127]
82/100: train_loss=[0.25409922 0.49483994], train_acc=[0.9201 0.8162]
84/100: train_loss=[0.26044896 0.50565815], train_acc=[0.9162  0.81485]
86/100: train_loss=[0.25627655 0.49263   ], train_acc=[0.91875 0.81725]
88/100: train_loss=[0.29933208 0.5002763 ], train_acc=[0.90355 0.817  ]
90/100: train_loss=[0.25715837 0.49255532], train_acc=[0.91935 0.81735]
92/100: train_loss=[0.2498827 0.5022116], train_acc=[0.91965 0.81665]
94/100: train_loss=[0.26476988 0.49545628], train_acc=[0.9157 0.8163]
96/100: train_loss=[0.28601024 0.49813652], train_acc=[0.91005 0.81725]
98/100: train_loss=[0.25966787 0.4964731 ], train_acc=[0.91745 0.81945]
100/100: train_loss=[0.2511005  0.48791936], train_acc=[0.9196  0.82135]
**** Time taken for fashion_and_mnist_4 = 1993.4016299247742
**** Time taken for fashion_and_mnist = 11263.714896202087
